fusionXXHistogram,,
Photon Delay (ns),Counts (Constructive Destructive),Counts (Constructive Interference)
-171.85,0,0
-171.8,0,0
-171.75,0,0
-171.7,0,0
-171.65,0,0
-171.6,0,0
-171.55,0,0
-171.5,0,0
-171.45,0,0
-171.4,0,0
-171.35,0,0
-171.3,0,0
-171.25,0,0
-171.2,0,0
-171.15,0,0
-171.1,0,0
-171.05,0,0
-171,0,0
-170.95,0,0
-170.9,0,0
-170.85,0,0
-170.8,0,0
-170.75,0,0
-170.7,0,0
-170.65,0,0
-170.6,0,0
-170.55,0,0
-170.5,0,0
-170.45,0,0
-170.4,0,0
-170.35,0,0
-170.3,0,0
-170.25,0,0
-170.2,0,0
-170.15,0,0
-170.1,0,0
-170.05,0,0
-170,0,0
-169.95,0,0
-169.9,0,0
-169.85,0,0
-169.8,0,0
-169.75,0,0
-169.7,0,0
-169.65,0,0
-169.6,0,0
-169.55,0,0
-169.5,0,0
-169.45,0,0
-169.4,0,0
-169.35,0,0
-169.3,0,0
-169.25,0,0
-169.2,0,0
-169.15,0,0
-169.1,0,0
-169.05,0,0
-169,0,0
-168.95,0,0
-168.9,0,0
-168.85,0,0
-168.8,0,0
-168.75,0,0
-168.7,0,0
-168.65,0,0
-168.6,0,0
-168.55,0,0
-168.5,0,0
-168.45,0,0
-168.4,2,0
-168.35,0,0
-168.3,0,0
-168.25,0,2
-168.2,4,12
-168.15,24,30
-168.1,104,96
-168.05,206,200
-168,356,330
-167.95,320,334
-167.9,188,180
-167.85,100,76
-167.8,52,60
-167.75,22,14
-167.7,8,14
-167.65,2,4
-167.6,2,4
-167.55,0,0
-167.5,0,2
-167.45,0,2
-167.4,0,0
-167.35,0,0
-167.3,0,0
-167.25,0,0
-167.2,0,0
-167.15,2,0
-167.1,0,0
-167.05,0,0
-167,0,0
-166.95,0,0
-166.9,0,0
-166.85,0,0
-166.8,0,0
-166.75,0,0
-166.7,0,0
-166.65,0,0
-166.6,0,0
-166.55,0,0
-166.5,0,0
-166.45,0,0
-166.4,0,0
-166.35,0,0
-166.3,0,0
-166.25,0,0
-166.2,0,0
-166.15,0,0
-166.1,0,0
-166.05,0,0
-166,0,0
-165.95,0,0
-165.9,0,0
-165.85,0,0
-165.8,0,0
-165.75,0,0
-165.7,0,0
-165.65,0,0
-165.6,0,0
-165.55,0,0
-165.5,0,0
-165.45,0,0
-165.4,0,0
-165.35,0,0
-165.3,0,0
-165.25,0,0
-165.2,0,0
-165.15,0,0
-165.1,0,0
-165.05,0,0
-165,0,0
-164.95,0,0
-164.9,0,0
-164.85,0,0
-164.8,0,0
-164.75,0,0
-164.7,0,0
-164.65,0,0
-164.6,0,0
-164.55,0,0
-164.5,0,0
-164.45,0,0
-164.4,0,0
-164.35,0,0
-164.3,0,0
-164.25,0,0
-164.2,0,0
-164.15,0,0
-164.1,0,0
-164.05,0,0
-164,0,0
-163.95,0,0
-163.9,0,0
-163.85,0,0
-163.8,0,0
-163.75,0,0
-163.7,0,0
-163.65,0,0
-163.6,0,0
-163.55,0,0
-163.5,0,0
-163.45,0,0
-163.4,0,0
-163.35,0,0
-163.3,0,0
-163.25,0,0
-163.2,0,0
-163.15,0,0
-163.1,0,0
-163.05,0,0
-163,0,0
-162.95,0,0
-162.9,0,0
-162.85,0,0
-162.8,0,0
-162.75,0,0
-162.7,0,0
-162.65,0,0
-162.6,0,0
-162.55,0,0
-162.5,0,0
-162.45,0,0
-162.4,0,0
-162.35,0,0
-162.3,0,0
-162.25,0,0
-162.2,0,0
-162.15,0,0
-162.1,0,0
-162.05,0,0
-162,0,0
-161.95,0,0
-161.9,0,0
-161.85,0,0
-161.8,0,0
-161.75,0,0
-161.7,0,0
-161.65,0,0
-161.6,0,0
-161.55,0,0
-161.5,0,0
-161.45,0,0
-161.4,0,0
-161.35,0,0
-161.3,0,0
-161.25,0,0
-161.2,0,0
-161.15,0,0
-161.1,0,0
-161.05,0,0
-161,0,0
-160.95,0,0
-160.9,0,0
-160.85,0,0
-160.8,0,0
-160.75,0,0
-160.7,0,0
-160.65,0,0
-160.6,0,0
-160.55,0,0
-160.5,0,2
-160.45,0,0
-160.4,0,0
-160.35,0,0
-160.3,4,4
-160.25,4,4
-160.2,18,4
-160.15,28,18
-160.1,70,90
-160.05,188,180
-160,306,390
-159.95,330,308
-159.9,206,264
-159.85,100,132
-159.8,56,40
-159.75,16,18
-159.7,12,20
-159.65,2,4
-159.6,4,8
-159.55,2,0
-159.5,0,0
-159.45,4,0
-159.4,0,2
-159.35,0,0
-159.3,0,0
-159.25,0,0
-159.2,0,0
-159.15,0,0
-159.1,0,2
-159.05,0,0
-159,0,0
-158.95,0,0
-158.9,0,0
-158.85,0,0
-158.8,0,0
-158.75,0,0
-158.7,0,0
-158.65,0,0
-158.6,0,0
-158.55,0,0
-158.5,0,0
-158.45,0,0
-158.4,0,0
-158.35,0,0
-158.3,0,0
-158.25,0,0
-158.2,0,0
-158.15,0,0
-158.1,0,0
-158.05,0,0
-158,0,0
-157.95,0,0
-157.9,0,0
-157.85,0,0
-157.8,0,0
-157.75,0,0
-157.7,0,0
-157.65,0,0
-157.6,0,0
-157.55,0,0
-157.5,0,0
-157.45,0,0
-157.4,0,0
-157.35,0,0
-157.3,0,0
-157.25,0,0
-157.2,0,0
-157.15,0,0
-157.1,0,0
-157.05,0,0
-157,0,0
-156.95,0,0
-156.9,0,0
-156.85,0,0
-156.8,0,0
-156.75,0,0
-156.7,0,0
-156.65,0,0
-156.6,0,0
-156.55,0,0
-156.5,0,0
-156.45,0,0
-156.4,0,0
-156.35,0,0
-156.3,0,0
-156.25,0,0
-156.2,0,0
-156.15,0,0
-156.1,0,0
-156.05,0,0
-156,0,0
-155.95,0,0
-155.9,0,0
-155.85,0,0
-155.8,0,0
-155.75,0,0
-155.7,0,0
-155.65,0,0
-155.6,0,0
-155.55,0,0
-155.5,0,0
-155.45,0,0
-155.4,0,0
-155.35,0,0
-155.3,0,0
-155.25,0,0
-155.2,0,0
-155.15,0,0
-155.1,0,0
-155.05,0,0
-155,0,0
-154.95,0,0
-154.9,0,0
-154.85,0,0
-154.8,0,0
-154.75,0,0
-154.7,0,0
-154.65,0,0
-154.6,0,0
-154.55,0,0
-154.5,0,0
-154.45,0,0
-154.4,0,0
-154.35,0,0
-154.3,0,0
-154.25,0,0
-154.2,0,0
-154.15,0,0
-154.1,0,0
-154.05,0,0
-154,0,0
-153.95,0,0
-153.9,0,0
-153.85,0,0
-153.8,0,0
-153.75,0,0
-153.7,0,0
-153.65,0,0
-153.6,0,0
-153.55,0,0
-153.5,0,0
-153.45,0,0
-153.4,0,0
-153.35,0,0
-153.3,0,0
-153.25,0,0
-153.2,0,0
-153.15,0,0
-153.1,0,0
-153.05,0,0
-153,0,0
-152.95,0,0
-152.9,0,0
-152.85,0,0
-152.8,0,0
-152.75,0,0
-152.7,0,0
-152.65,0,0
-152.6,0,0
-152.55,0,0
-152.5,0,0
-152.45,0,0
-152.4,0,0
-152.35,0,0
-152.3,2,0
-152.25,2,4
-152.2,16,8
-152.15,50,24
-152.1,90,62
-152.05,178,214
-152,344,336
-151.95,316,332
-151.9,184,252
-151.85,106,114
-151.8,44,58
-151.75,24,16
-151.7,16,12
-151.65,2,2
-151.6,0,2
-151.55,2,0
-151.5,2,2
-151.45,0,2
-151.4,0,0
-151.35,2,0
-151.3,0,0
-151.25,0,0
-151.2,0,0
-151.15,0,0
-151.1,0,0
-151.05,0,0
-151,0,0
-150.95,0,0
-150.9,0,0
-150.85,0,0
-150.8,0,0
-150.75,0,0
-150.7,0,0
-150.65,0,0
-150.6,0,0
-150.55,0,0
-150.5,0,0
-150.45,0,0
-150.4,0,0
-150.35,0,0
-150.3,0,0
-150.25,0,0
-150.2,0,0
-150.15,0,0
-150.1,0,0
-150.05,0,0
-150,0,0
-149.95,0,0
-149.9,0,0
-149.85,0,0
-149.8,0,0
-149.75,0,0
-149.7,0,0
-149.65,0,0
-149.6,0,0
-149.55,0,0
-149.5,0,0
-149.45,0,0
-149.4,0,0
-149.35,0,0
-149.3,0,0
-149.25,0,0
-149.2,0,0
-149.15,0,0
-149.1,0,0
-149.05,0,0
-149,0,0
-148.95,0,0
-148.9,0,0
-148.85,0,0
-148.8,0,0
-148.75,0,0
-148.7,0,0
-148.65,0,0
-148.6,0,0
-148.55,0,0
-148.5,0,0
-148.45,0,0
-148.4,0,0
-148.35,0,0
-148.3,0,0
-148.25,0,0
-148.2,0,0
-148.15,0,0
-148.1,0,0
-148.05,0,0
-148,0,0
-147.95,0,0
-147.9,0,0
-147.85,0,0
-147.8,0,0
-147.75,0,0
-147.7,0,0
-147.65,0,0
-147.6,0,0
-147.55,0,0
-147.5,0,0
-147.45,0,0
-147.4,0,0
-147.35,0,0
-147.3,0,0
-147.25,0,0
-147.2,0,0
-147.15,0,0
-147.1,0,0
-147.05,0,0
-147,0,0
-146.95,0,0
-146.9,0,0
-146.85,0,0
-146.8,0,0
-146.75,0,0
-146.7,0,0
-146.65,0,0
-146.6,0,0
-146.55,0,0
-146.5,0,0
-146.45,0,0
-146.4,0,0
-146.35,0,0
-146.3,0,0
-146.25,0,0
-146.2,0,0
-146.15,0,0
-146.1,0,0
-146.05,0,0
-146,0,0
-145.95,0,0
-145.9,0,0
-145.85,0,0
-145.8,0,0
-145.75,0,0
-145.7,0,0
-145.65,0,0
-145.6,0,0
-145.55,0,0
-145.5,0,0
-145.45,0,0
-145.4,0,0
-145.35,0,0
-145.3,0,0
-145.25,0,0
-145.2,0,0
-145.15,0,0
-145.1,0,0
-145.05,0,0
-145,0,0
-144.95,0,0
-144.9,0,0
-144.85,0,0
-144.8,0,0
-144.75,0,0
-144.7,0,0
-144.65,0,0
-144.6,0,0
-144.55,0,0
-144.5,0,0
-144.45,0,0
-144.4,0,0
-144.35,0,0
-144.3,0,2
-144.25,4,2
-144.2,8,14
-144.15,30,26
-144.1,108,76
-144.05,196,198
-144,320,320
-143.95,302,298
-143.9,226,206
-143.85,132,106
-143.8,22,46
-143.75,18,18
-143.7,8,2
-143.65,2,8
-143.6,0,2
-143.55,0,4
-143.5,2,2
-143.45,0,2
-143.4,0,2
-143.35,0,0
-143.3,0,0
-143.25,0,0
-143.2,0,0
-143.15,0,0
-143.1,0,0
-143.05,0,0
-143,0,0
-142.95,0,0
-142.9,0,0
-142.85,0,0
-142.8,0,0
-142.75,0,0
-142.7,0,0
-142.65,0,0
-142.6,0,0
-142.55,0,0
-142.5,0,0
-142.45,0,0
-142.4,0,0
-142.35,0,0
-142.3,0,0
-142.25,0,0
-142.2,0,0
-142.15,0,0
-142.1,0,0
-142.05,0,0
-142,0,0
-141.95,0,0
-141.9,0,0
-141.85,0,0
-141.8,0,0
-141.75,0,0
-141.7,0,0
-141.65,0,0
-141.6,0,0
-141.55,0,0
-141.5,0,0
-141.45,0,0
-141.4,0,0
-141.35,0,0
-141.3,0,0
-141.25,0,0
-141.2,0,0
-141.15,0,0
-141.1,0,0
-141.05,0,0
-141,0,0
-140.95,0,0
-140.9,0,0
-140.85,0,0
-140.8,0,0
-140.75,0,0
-140.7,0,0
-140.65,0,0
-140.6,0,0
-140.55,0,0
-140.5,0,0
-140.45,0,0
-140.4,0,0
-140.35,0,0
-140.3,0,0
-140.25,0,0
-140.2,0,0
-140.15,0,0
-140.1,0,0
-140.05,0,0
-140,0,0
-139.95,0,0
-139.9,0,0
-139.85,0,0
-139.8,0,0
-139.75,0,0
-139.7,0,0
-139.65,0,0
-139.6,0,0
-139.55,0,0
-139.5,0,0
-139.45,0,0
-139.4,0,0
-139.35,0,0
-139.3,0,0
-139.25,0,0
-139.2,0,0
-139.15,0,0
-139.1,0,0
-139.05,0,0
-139,0,0
-138.95,0,0
-138.9,0,0
-138.85,0,0
-138.8,0,0
-138.75,0,0
-138.7,0,0
-138.65,0,0
-138.6,0,0
-138.55,0,0
-138.5,0,0
-138.45,0,0
-138.4,0,0
-138.35,0,0
-138.3,0,0
-138.25,0,0
-138.2,0,0
-138.15,0,0
-138.1,0,0
-138.05,0,0
-138,0,0
-137.95,0,0
-137.9,0,0
-137.85,0,0
-137.8,0,0
-137.75,0,0
-137.7,0,0
-137.65,0,0
-137.6,0,0
-137.55,0,0
-137.5,0,0
-137.45,0,0
-137.4,0,0
-137.35,0,0
-137.3,0,0
-137.25,0,0
-137.2,0,0
-137.15,0,0
-137.1,0,0
-137.05,0,0
-137,0,0
-136.95,0,0
-136.9,2,0
-136.85,0,0
-136.8,0,0
-136.75,0,0
-136.7,0,0
-136.65,0,0
-136.6,0,0
-136.55,0,0
-136.5,0,0
-136.45,0,0
-136.4,0,0
-136.35,0,0
-136.3,0,0
-136.25,4,6
-136.2,8,14
-136.15,50,52
-136.1,94,76
-136.05,174,184
-136,328,314
-135.95,364,330
-135.9,170,218
-135.85,104,84
-135.8,48,46
-135.75,6,14
-135.7,14,2
-135.65,8,6
-135.6,2,4
-135.55,0,4
-135.5,0,0
-135.45,0,0
-135.4,0,0
-135.35,0,0
-135.3,0,0
-135.25,0,0
-135.2,0,0
-135.15,0,0
-135.1,0,0
-135.05,0,0
-135,0,0
-134.95,0,0
-134.9,0,0
-134.85,0,0
-134.8,0,0
-134.75,0,0
-134.7,0,0
-134.65,0,0
-134.6,0,0
-134.55,0,0
-134.5,0,0
-134.45,0,0
-134.4,0,0
-134.35,0,0
-134.3,0,0
-134.25,0,0
-134.2,0,0
-134.15,0,0
-134.1,0,0
-134.05,0,0
-134,0,0
-133.95,0,0
-133.9,0,0
-133.85,0,0
-133.8,0,0
-133.75,0,0
-133.7,0,0
-133.65,0,0
-133.6,0,0
-133.55,0,0
-133.5,0,0
-133.45,0,0
-133.4,0,0
-133.35,0,0
-133.3,0,0
-133.25,0,0
-133.2,0,0
-133.15,0,0
-133.1,0,0
-133.05,0,0
-133,0,0
-132.95,0,0
-132.9,0,0
-132.85,0,0
-132.8,0,0
-132.75,0,0
-132.7,0,0
-132.65,0,0
-132.6,0,0
-132.55,0,0
-132.5,0,0
-132.45,0,0
-132.4,0,0
-132.35,0,0
-132.3,0,0
-132.25,0,0
-132.2,0,0
-132.15,0,0
-132.1,0,0
-132.05,0,0
-132,0,0
-131.95,0,0
-131.9,0,0
-131.85,0,0
-131.8,0,0
-131.75,0,0
-131.7,0,0
-131.65,0,0
-131.6,0,0
-131.55,0,0
-131.5,0,0
-131.45,0,0
-131.4,0,0
-131.35,0,0
-131.3,0,0
-131.25,0,0
-131.2,0,0
-131.15,0,0
-131.1,0,0
-131.05,0,0
-131,0,0
-130.95,0,0
-130.9,0,0
-130.85,0,0
-130.8,0,0
-130.75,0,0
-130.7,0,0
-130.65,0,0
-130.6,0,0
-130.55,0,0
-130.5,0,0
-130.45,0,0
-130.4,0,0
-130.35,0,0
-130.3,0,0
-130.25,0,0
-130.2,0,0
-130.15,0,0
-130.1,0,0
-130.05,0,0
-130,0,0
-129.95,0,0
-129.9,0,0
-129.85,0,0
-129.8,0,0
-129.75,0,0
-129.7,0,0
-129.65,0,0
-129.6,0,0
-129.55,0,0
-129.5,0,0
-129.45,0,0
-129.4,0,0
-129.35,0,0
-129.3,0,0
-129.25,0,0
-129.2,0,0
-129.15,0,0
-129.1,0,0
-129.05,0,0
-129,0,0
-128.95,0,0
-128.9,0,0
-128.85,0,0
-128.8,0,0
-128.75,0,0
-128.7,0,0
-128.65,0,0
-128.6,0,0
-128.55,0,0
-128.5,0,0
-128.45,0,0
-128.4,0,0
-128.35,0,0
-128.3,0,4
-128.25,2,2
-128.2,8,14
-128.15,24,28
-128.1,72,100
-128.05,180,206
-128,308,308
-127.95,352,344
-127.9,234,200
-127.85,98,90
-127.8,50,66
-127.75,22,28
-127.7,8,14
-127.65,0,6
-127.6,2,0
-127.55,0,0
-127.5,0,0
-127.45,0,0
-127.4,0,0
-127.35,2,0
-127.3,0,0
-127.25,0,0
-127.2,0,0
-127.15,0,0
-127.1,0,0
-127.05,0,0
-127,0,0
-126.95,0,0
-126.9,0,0
-126.85,0,0
-126.8,0,0
-126.75,0,0
-126.7,0,0
-126.65,0,0
-126.6,0,0
-126.55,0,0
-126.5,0,0
-126.45,0,0
-126.4,0,0
-126.35,0,0
-126.3,0,0
-126.25,0,0
-126.2,0,0
-126.15,0,0
-126.1,0,0
-126.05,0,0
-126,0,0
-125.95,0,0
-125.9,0,0
-125.85,0,0
-125.8,0,0
-125.75,0,0
-125.7,0,0
-125.65,0,0
-125.6,0,0
-125.55,0,0
-125.5,0,0
-125.45,0,0
-125.4,0,0
-125.35,0,0
-125.3,0,0
-125.25,0,0
-125.2,0,0
-125.15,0,0
-125.1,0,0
-125.05,0,0
-125,0,0
-124.95,0,0
-124.9,0,0
-124.85,0,0
-124.8,0,0
-124.75,0,0
-124.7,0,0
-124.65,0,0
-124.6,0,0
-124.55,0,0
-124.5,0,0
-124.45,0,0
-124.4,0,0
-124.35,0,0
-124.3,0,0
-124.25,0,0
-124.2,0,0
-124.15,0,0
-124.1,0,0
-124.05,0,0
-124,0,0
-123.95,0,0
-123.9,0,0
-123.85,0,0
-123.8,0,0
-123.75,0,0
-123.7,0,0
-123.65,0,0
-123.6,0,0
-123.55,0,0
-123.5,0,0
-123.45,0,0
-123.4,0,0
-123.35,0,0
-123.3,0,0
-123.25,0,0
-123.2,0,0
-123.15,0,0
-123.1,0,0
-123.05,0,0
-123,0,0
-122.95,0,0
-122.9,0,0
-122.85,0,0
-122.8,0,0
-122.75,0,0
-122.7,0,0
-122.65,0,0
-122.6,0,0
-122.55,0,0
-122.5,0,0
-122.45,0,0
-122.4,0,0
-122.35,0,0
-122.3,0,0
-122.25,0,0
-122.2,0,0
-122.15,0,0
-122.1,0,0
-122.05,0,0
-122,0,0
-121.95,0,0
-121.9,0,0
-121.85,0,0
-121.8,0,0
-121.75,0,0
-121.7,0,0
-121.65,0,0
-121.6,0,0
-121.55,0,0
-121.5,0,0
-121.45,0,0
-121.4,0,0
-121.35,0,0
-121.3,0,0
-121.25,0,0
-121.2,0,0
-121.15,0,0
-121.1,0,0
-121.05,0,0
-121,0,0
-120.95,0,0
-120.9,0,0
-120.85,0,0
-120.8,0,0
-120.75,0,0
-120.7,0,0
-120.65,0,0
-120.6,0,0
-120.55,0,0
-120.5,0,0
-120.45,0,0
-120.4,0,0
-120.35,0,0
-120.3,0,2
-120.25,4,6
-120.2,14,12
-120.15,38,42
-120.1,78,78
-120.05,194,202
-120,360,320
-119.95,344,306
-119.9,200,196
-119.85,104,78
-119.8,44,56
-119.75,26,32
-119.7,10,6
-119.65,2,4
-119.6,6,2
-119.55,0,0
-119.5,0,0
-119.45,0,0
-119.4,0,0
-119.35,0,2
-119.3,0,0
-119.25,0,0
-119.2,0,0
-119.15,0,0
-119.1,0,0
-119.05,0,0
-119,0,0
-118.95,0,0
-118.9,0,0
-118.85,0,0
-118.8,0,0
-118.75,0,0
-118.7,0,0
-118.65,0,0
-118.6,0,0
-118.55,0,0
-118.5,0,0
-118.45,0,0
-118.4,0,0
-118.35,0,0
-118.3,0,0
-118.25,0,0
-118.2,0,0
-118.15,0,0
-118.1,0,0
-118.05,0,0
-118,0,0
-117.95,0,0
-117.9,0,0
-117.85,0,0
-117.8,0,0
-117.75,0,0
-117.7,0,0
-117.65,0,0
-117.6,0,0
-117.55,0,0
-117.5,0,0
-117.45,0,0
-117.4,0,0
-117.35,0,0
-117.3,0,0
-117.25,0,0
-117.2,0,0
-117.15,0,0
-117.1,0,0
-117.05,0,0
-117,0,0
-116.95,0,0
-116.9,0,0
-116.85,0,0
-116.8,0,0
-116.75,0,0
-116.7,0,0
-116.65,0,0
-116.6,0,0
-116.55,0,0
-116.5,0,0
-116.45,0,0
-116.4,0,0
-116.35,0,0
-116.3,0,0
-116.25,0,0
-116.2,0,0
-116.15,0,0
-116.1,0,0
-116.05,0,0
-116,0,0
-115.95,0,0
-115.9,0,0
-115.85,0,0
-115.8,0,0
-115.75,0,0
-115.7,0,0
-115.65,0,0
-115.6,0,0
-115.55,0,0
-115.5,0,0
-115.45,0,0
-115.4,0,0
-115.35,0,0
-115.3,0,0
-115.25,0,0
-115.2,0,0
-115.15,0,0
-115.1,0,0
-115.05,0,0
-115,0,0
-114.95,0,0
-114.9,0,0
-114.85,0,0
-114.8,0,0
-114.75,0,0
-114.7,0,0
-114.65,0,0
-114.6,0,0
-114.55,0,0
-114.5,0,0
-114.45,0,0
-114.4,0,0
-114.35,0,0
-114.3,0,0
-114.25,0,0
-114.2,0,0
-114.15,0,0
-114.1,0,0
-114.05,0,0
-114,0,0
-113.95,0,0
-113.9,0,0
-113.85,0,0
-113.8,0,0
-113.75,0,0
-113.7,0,0
-113.65,0,0
-113.6,0,0
-113.55,0,0
-113.5,0,0
-113.45,0,0
-113.4,0,0
-113.35,0,0
-113.3,0,0
-113.25,0,0
-113.2,0,0
-113.15,0,0
-113.1,0,0
-113.05,0,0
-113,0,0
-112.95,0,0
-112.9,0,0
-112.85,0,0
-112.8,0,0
-112.75,0,0
-112.7,0,0
-112.65,0,0
-112.6,0,0
-112.55,0,0
-112.5,0,0
-112.45,0,0
-112.4,0,0
-112.35,0,0
-112.3,0,0
-112.25,6,4
-112.2,10,24
-112.15,38,36
-112.1,82,68
-112.05,206,188
-112,324,318
-111.95,286,306
-111.9,176,208
-111.85,94,102
-111.8,64,56
-111.75,24,12
-111.7,2,10
-111.65,4,6
-111.6,0,4
-111.55,0,2
-111.5,2,0
-111.45,0,0
-111.4,0,6
-111.35,0,2
-111.3,0,0
-111.25,0,0
-111.2,0,0
-111.15,0,0
-111.1,0,0
-111.05,0,0
-111,0,0
-110.95,0,0
-110.9,0,0
-110.85,0,0
-110.8,0,0
-110.75,0,0
-110.7,0,0
-110.65,0,0
-110.6,0,0
-110.55,0,0
-110.5,0,0
-110.45,0,0
-110.4,0,0
-110.35,0,0
-110.3,0,0
-110.25,0,0
-110.2,0,0
-110.15,0,0
-110.1,0,0
-110.05,0,0
-110,0,0
-109.95,0,0
-109.9,0,0
-109.85,0,0
-109.8,0,0
-109.75,0,0
-109.7,0,0
-109.65,0,0
-109.6,0,0
-109.55,0,0
-109.5,0,0
-109.45,0,0
-109.4,0,0
-109.35,0,0
-109.3,0,0
-109.25,0,0
-109.2,0,0
-109.15,0,0
-109.1,0,0
-109.05,0,0
-109,0,0
-108.95,0,0
-108.9,0,0
-108.85,0,0
-108.8,0,0
-108.75,0,0
-108.7,0,0
-108.65,0,0
-108.6,0,0
-108.55,0,0
-108.5,0,0
-108.45,0,0
-108.4,0,0
-108.35,0,0
-108.3,0,0
-108.25,0,0
-108.2,0,0
-108.15,0,0
-108.1,0,0
-108.05,0,0
-108,0,0
-107.95,0,0
-107.9,0,0
-107.85,0,0
-107.8,0,0
-107.75,0,0
-107.7,0,0
-107.65,0,0
-107.6,0,0
-107.55,0,0
-107.5,0,0
-107.45,0,0
-107.4,0,0
-107.35,0,0
-107.3,0,0
-107.25,0,0
-107.2,0,0
-107.15,0,0
-107.1,0,0
-107.05,0,0
-107,0,0
-106.95,0,0
-106.9,0,0
-106.85,0,0
-106.8,0,0
-106.75,0,0
-106.7,0,0
-106.65,0,0
-106.6,0,0
-106.55,0,0
-106.5,0,0
-106.45,0,0
-106.4,0,0
-106.35,0,0
-106.3,0,0
-106.25,0,0
-106.2,0,0
-106.15,0,0
-106.1,0,0
-106.05,0,0
-106,0,0
-105.95,0,0
-105.9,0,0
-105.85,0,0
-105.8,0,0
-105.75,0,0
-105.7,0,0
-105.65,0,0
-105.6,0,0
-105.55,0,0
-105.5,0,0
-105.45,0,0
-105.4,0,0
-105.35,0,0
-105.3,0,0
-105.25,0,0
-105.2,0,0
-105.15,0,0
-105.1,0,0
-105.05,0,0
-105,0,0
-104.95,0,0
-104.9,0,0
-104.85,0,0
-104.8,0,0
-104.75,0,0
-104.7,0,0
-104.65,0,0
-104.6,0,0
-104.55,0,0
-104.5,0,0
-104.45,0,0
-104.4,0,0
-104.35,0,0
-104.3,0,2
-104.25,0,4
-104.2,4,12
-104.15,24,36
-104.1,88,94
-104.05,182,192
-104,368,352
-103.95,300,324
-103.9,198,212
-103.85,110,104
-103.8,44,62
-103.75,36,20
-103.7,18,6
-103.65,0,0
-103.6,0,2
-103.55,0,4
-103.5,0,0
-103.45,2,0
-103.4,0,0
-103.35,0,0
-103.3,0,0
-103.25,0,0
-103.2,0,0
-103.15,0,0
-103.1,0,2
-103.05,0,0
-103,0,0
-102.95,0,0
-102.9,0,0
-102.85,0,0
-102.8,0,0
-102.75,0,0
-102.7,0,0
-102.65,0,0
-102.6,0,0
-102.55,0,0
-102.5,0,0
-102.45,0,0
-102.4,0,0
-102.35,0,0
-102.3,0,0
-102.25,0,0
-102.2,0,0
-102.15,0,0
-102.1,0,0
-102.05,0,0
-102,0,0
-101.95,0,0
-101.9,0,0
-101.85,0,0
-101.8,0,0
-101.75,0,0
-101.7,0,0
-101.65,0,0
-101.6,0,0
-101.55,0,0
-101.5,0,0
-101.45,0,0
-101.4,0,0
-101.35,0,0
-101.3,0,0
-101.25,0,0
-101.2,0,0
-101.15,0,0
-101.1,0,0
-101.05,0,0
-101,0,0
-100.95,0,0
-100.9,0,0
-100.85,0,0
-100.8,0,0
-100.75,0,0
-100.7,0,0
-100.65,0,0
-100.6,0,0
-100.55,0,0
-100.5,0,0
-100.45,0,0
-100.4,0,0
-100.35,0,0
-100.3,0,0
-100.25,0,0
-100.2,0,0
-100.15,0,0
-100.1,0,0
-100.05,0,0
-100,0,0
-99.95,0,0
-99.9,0,0
-99.85,0,0
-99.8,0,0
-99.75,0,0
-99.7,0,0
-99.65,0,0
-99.6,0,0
-99.55,0,0
-99.5,0,0
-99.45,0,0
-99.4,0,0
-99.35,0,0
-99.3,0,0
-99.25,0,0
-99.2,0,0
-99.15,0,0
-99.1,0,0
-99.05,0,0
-99,0,0
-98.95,0,0
-98.9,0,0
-98.85,0,0
-98.8,0,0
-98.75,0,0
-98.7,0,0
-98.65,0,0
-98.6,0,0
-98.55,0,0
-98.5,0,0
-98.45,0,0
-98.4,0,0
-98.35,0,0
-98.3,0,0
-98.25,0,0
-98.2,0,0
-98.15,0,0
-98.1,0,0
-98.05,0,0
-98,0,0
-97.95,0,0
-97.9,0,0
-97.85,0,0
-97.8,0,0
-97.75,0,0
-97.7,0,0
-97.65,0,0
-97.6,0,0
-97.55,0,0
-97.5,0,0
-97.45,0,0
-97.4,0,0
-97.35,0,0
-97.3,0,0
-97.25,0,0
-97.2,0,0
-97.15,0,0
-97.1,0,0
-97.05,0,0
-97,0,0
-96.95,0,0
-96.9,0,0
-96.85,0,0
-96.8,0,0
-96.75,0,0
-96.7,0,0
-96.65,0,0
-96.6,0,0
-96.55,0,0
-96.5,0,0
-96.45,0,0
-96.4,0,0
-96.35,0,0
-96.3,0,0
-96.25,2,2
-96.2,14,8
-96.15,26,34
-96.1,80,88
-96.05,210,194
-96,358,324
-95.95,298,258
-95.9,200,228
-95.85,92,102
-95.8,46,48
-95.75,6,18
-95.7,8,4
-95.65,4,6
-95.6,2,4
-95.55,0,0
-95.5,0,0
-95.45,2,0
-95.4,0,0
-95.35,0,0
-95.3,0,0
-95.25,0,2
-95.2,0,0
-95.15,0,0
-95.1,0,0
-95.05,0,0
-95,0,0
-94.95,0,0
-94.9,0,0
-94.85,0,0
-94.8,0,0
-94.75,0,0
-94.7,0,0
-94.65,0,0
-94.6,0,0
-94.55,0,0
-94.5,0,0
-94.45,0,0
-94.4,0,0
-94.35,0,0
-94.3,0,0
-94.25,0,0
-94.2,0,0
-94.15,0,0
-94.1,0,0
-94.05,0,0
-94,0,0
-93.95,0,0
-93.9,0,0
-93.85,0,0
-93.8,0,0
-93.75,0,0
-93.7,0,0
-93.65,0,0
-93.6,0,0
-93.55,0,0
